Id,SalePrice
1461,118782.03
1462,156098.62
1463,181099.31
1464,192835.06
1465,194841.48
1466,171710.48
1467,174632.5
1468,165324.34
1469,185498.08
1470,120391.8
1471,189277.05
1472,93531.1
1473,95859.73
1474,149174.45
1475,110405.734
1476,359509.84
1477,241519.95
1478,269933.78
1479,276064.7
1480,512173.34
1481,331768.78
1482,215075.25
1483,168099.92
1484,173048.06
1485,178139.1
1486,195851.5
1487,375452.62
1488,245662.25
1489,198577.39
1490,233567.4
1491,190796.97
1492,87913.34
1493,182998.22
1494,293956.6
1495,292005.6
1496,255262.5
1497,181479.58
1498,169220.6
1499,156115.08
1500,154548.62
1501,187249.11
1502,145849.61
1503,325226.88
1504,235896.7
1505,231952.19
1506,197126.72
1507,269141.2
1508,195727.2
1509,165621.03
1510,148124.94
1511,143238.86
1512,166882.88
1513,140331.52
1514,180564.42
1515,211543.02
1516,155428.4
1517,158818.94
1518,122446.984
1519,220025.98
1520,134350.2
1521,134260.48
1522,164350.2
1523,106337.12
1524,120988.96
1525,119985.266
1526,112821.586
1527,108004.055
1528,141828.75
1529,143998.47
1530,172672.11
1531,110300.305
1532,100398.63
1533,143186.03
1534,125612.07
1535,151374.62
1536,102000.13
1537,66159.88
1538,170779.64
1539,198764.12
1540,95264.65
1541,141405.52
1542,136206.56
1543,198981.77
1544,81306.34
1545,113791.74
1546,132935.2
1547,134552.52
1548,135376.86
1549,119895.484
1550,132549.55
1551,117543.37
1552,144608.95
1553,161158.19
1554,105689.52
1555,158799.0
1556,91358.125
1557,112277.92
1558,98943.19
1559,88361.195
1560,129374.33
1561,129643.69
1562,126657.23
1563,118415.125
1564,165470.36
1565,151040.98
1566,218808.78
1567,72333.414
1568,222861.38
1569,145287.47
1570,137794.53
1571,114162.22
1572,144075.73
1573,238913.97
1574,126896.57
1575,231725.42
1576,249433.52
1577,182268.06
1578,148592.6
1579,148969.06
1580,195940.55
1581,159134.19
1582,127171.3
1583,351426.16
1584,222568.6
1585,140943.34
1586,69516.63
1587,97151.81
1588,147390.0
1589,94554.68
1590,132065.92
1591,89974.8
1592,121173.836
1593,125467.41
1594,153997.81
1595,118758.82
1596,237077.47
1597,198121.08
1598,203185.33
1599,166840.69
1600,173207.11
1601,66634.85
1602,127252.08
1603,80753.016
1604,271626.84
1605,243313.17
1606,160970.73
1607,163840.17
1608,200767.97
1609,181126.66
1610,146042.05
1611,130356.21
1612,164715.9
1613,158535.56
1614,125504.26
1615,90152.71
1616,71409.61
1617,91566.58
1618,121547.59
1619,135048.4
1620,151257.61
1621,138177.97
1622,137586.19
1623,291968.66
1624,222484.58
1625,122845.875
1626,159677.27
1627,182207.58
1628,288814.1
1629,175694.25
1630,446343.25
1631,225475.22
1632,257018.02
1633,172399.42
1634,198167.81
1635,177530.08
1636,156550.6
1637,198190.16
1638,187172.81
1639,186559.56
1640,261479.19
1641,180430.83
1642,235436.66
1643,220622.17
1644,237052.36
1645,212150.73
1646,155598.02
1647,157753.25
1648,134086.28
1649,136689.9
1650,117953.07
1651,118908.3
1652,97883.68
1653,99655.41
1654,146321.77
1655,142109.92
1656,147413.56
1657,147968.0
1658,151268.27
1659,121605.89
1660,151302.47
1661,474318.6
1662,415195.5
1663,379965.25
1664,566477.06
1665,288514.03
1666,372528.38
1667,363911.34
1668,335615.62
1669,296238.88
1670,337820.28
1671,277701.94
1672,501283.16
1673,296174.44
1674,253234.61
1675,201044.2
1676,200519.98
1677,217307.25
1678,572519.6
1679,412284.44
1680,356927.97
1681,235654.33
1682,314342.06
1683,185174.6
1684,166794.95
1685,170141.27
1686,180205.9
1687,162014.84
1688,191372.03
1689,188585.27
1690,196102.08
1691,181301.12
1692,256228.61
1693,168950.3
1694,183609.72
1695,163106.44
1696,276380.44
1697,168906.02
1698,392013.28
1699,358363.25
1700,244823.02
1701,264258.22
1702,255956.72
1703,246219.77
1704,308802.5
1705,222299.25
1706,526825.3
1707,211473.25
1708,204127.64
1709,273911.2
1710,226973.39
1711,252563.02
1712,269329.3
1713,278916.78
1714,220241.5
1715,219186.17
1716,178981.47
1717,170053.12
1718,139084.5
1719,204184.48
1720,230078.45
1721,158461.53
1722,122185.664
1723,153060.25
1724,212474.88
1725,245998.92
1726,187002.12
1727,156206.69
1728,172248.78
1729,163958.16
1730,174074.3
1731,125936.56
1732,132421.28
1733,119114.984
1734,117667.484
1735,128353.89
1736,113717.766
1737,365345.03
1738,222149.69
1739,300455.16
1740,263511.2
1741,191296.8
1742,171877.61
1743,178410.02
1744,330251.7
1745,222529.55
1746,215727.95
1747,216435.23
1748,240649.4
1749,145437.55
1750,138396.11
1751,232160.92
1752,118972.09
1753,145712.72
1754,200470.52
1755,166251.25
1756,127950.51
1757,114567.1
1758,138444.77
1759,160263.53
1760,157449.38
1761,150583.55
1762,187780.06
1763,169139.08
1764,114815.05
1765,166216.8
1766,183945.36
1767,230142.66
1768,143130.02
1769,165393.0
1770,147382.55
1771,129297.266
1772,131727.36
1773,124609.7
1774,144249.02
1775,140300.4
1776,123223.05
1777,111949.92
1778,142628.8
1779,113693.71
1780,168053.5
1781,127997.82
1782,84114.055
1783,137141.83
1784,107620.34
1785,118351.89
1786,180357.66
1787,175712.6
1788,56612.21
1789,101262.27
1790,77851.96
1791,196360.94
1792,160706.62
1793,132701.62
1794,148911.4
1795,131066.3
1796,127073.56
1797,122485.58
1798,120695.836
1799,109527.99
1800,127494.234
1801,121065.59
1802,138838.83
1803,154064.28
1804,143120.52
1805,134209.47
1806,123307.52
1807,135046.02
1808,118332.72
1809,128070.69
1810,138080.97
1811,92273.58
1812,97922.75
1813,124746.23
1814,86200.766
1815,53681.14
1816,101664.125
1817,115440.37
1818,139104.73
1819,118244.234
1820,60928.54
1821,99137.84
1822,151444.1
1823,58981.953
1824,141275.45
1825,127822.8
1826,99492.195
1827,105271.555
1828,139089.14
1829,137318.34
1830,152323.42
1831,158756.14
1832,90518.14
1833,137740.06
1834,115275.805
1835,125342.234
1836,130161.984
1837,98514.31
1838,119450.23
1839,88898.164
1840,141455.1
1841,145178.89
1842,88064.85
1843,139513.36
1844,132939.3
1845,129820.914
1846,150037.22
1847,159267.28
1848,55894.74
1849,119017.05
1850,116613.09
1851,155027.75
1852,117099.5
1853,132741.84
1854,163529.56
1855,154141.28
1856,218915.42
1857,165007.42
1858,132743.9
1859,112150.77
1860,152169.81
1861,111665.55
1862,330207.7
1863,312534.47
1864,312943.22
1865,344888.44
1866,312795.6
1867,232875.12
1868,310916.28
1869,204395.6
1870,223099.67
1871,237502.12
1872,168959.67
1873,249479.6
1874,148269.33
1875,194821.39
1876,201931.61
1877,215500.02
1878,210053.39
1879,135044.25
1880,136214.98
1881,242332.23
1882,253773.28
1883,185479.86
1884,200309.8
1885,230671.78
1886,287878.72
1887,218989.2
1888,282188.78
1889,164998.27
1890,129866.19
1891,128163.4
1892,103694.75
1893,128292.195
1894,129132.35
1895,138398.72
1896,126802.02
1897,127565.26
1898,111951.234
1899,156238.1
1900,162157.02
1901,172810.98
1902,150860.52
1903,225653.58
1904,143945.69
1905,196878.94
1906,171816.72
1907,214157.33
1908,111994.67
1909,134718.3
1910,122192.53
1911,204838.1
1912,321266.12
1913,132193.61
1914,68802.195
1915,337472.1
1916,76323.05
1917,247968.19
1918,136698.4
1919,177784.19
1920,153329.94
1921,429613.0
1922,321596.9
1923,226016.69
1924,233568.39
1925,210175.77
1926,405306.8
1927,131671.47
1928,156398.0
1929,125615.47
1930,121858.7
1931,143798.42
1932,135303.55
1933,185333.3
1934,184741.03
1935,173317.06
1936,191161.3
1937,171791.5
1938,170266.6
1939,252934.14
1940,192395.22
1941,170397.55
1942,181863.62
1943,218962.19
1944,337756.0
1945,389223.62
1946,139048.83
1947,323741.75
1948,175825.48
1949,228205.92
1950,181614.03
1951,261659.92
1952,204972.36
1953,169796.1
1954,188897.36
1955,138817.36
1956,315986.28
1957,161838.47
1958,305243.3
1959,141094.1
1960,110581.31
1961,118500.086
1962,99058.055
1963,111585.79
1964,111253.734
1965,147500.31
1966,139334.86
1967,298170.06
1968,461412.3
1969,395620.84
1970,471251.03
1971,500655.7
1972,411076.75
1973,262362.78
1974,318982.12
1975,598587.3
1976,286243.2
1977,382150.94
1978,398609.97
1979,360740.62
1980,202551.27
1981,360841.1
1982,222812.39
1983,209932.52
1984,171293.27
1985,216066.06
1986,206597.56
1987,169438.98
1988,174306.45
1989,194412.27
1990,212319.66
1991,241920.12
1992,221177.48
1993,164610.55
1994,254775.06
1995,185432.44
1996,258319.58
1997,292396.06
1998,378446.25
1999,266383.3
2000,319252.56
2001,265964.9
2002,246680.28
2003,263607.03
2004,288894.06
2005,215001.28
2006,220465.66
2007,261012.92
2008,211533.38
2009,191906.36
2010,190547.56
2011,142568.61
2012,170955.31
2013,186794.39
2014,186086.98
2015,198536.88
2016,196485.7
2017,196578.06
2018,123491.2
2019,128655.875
2020,101855.336
2021,103228.055
2022,183208.64
2023,144167.95
2024,257946.81
2025,351982.03
2026,187408.47
2027,154851.05
2028,159491.36
2029,167344.1
2030,291769.1
2031,252843.17
2032,255704.22
2033,273771.47
2034,170036.31
2035,224434.5
2036,189744.45
2037,191932.11
2038,334624.12
2039,226305.45
2040,354708.97
2041,287184.47
2042,208809.86
2043,172675.69
2044,165950.3
2045,190363.16
2046,134842.25
2047,139002.9
2048,136717.8
2049,121940.39
2050,173451.06
2051,106729.72
2052,123308.25
2053,137724.72
2054,93115.98
2055,150043.75
2056,139775.2
2057,114684.555
2058,212059.48
2059,138260.84
2060,164372.69
2061,165073.8
2062,127254.67
2063,104707.62
2064,138950.48
2065,124095.41
2066,158269.19
2067,127181.45
2068,124261.36
2069,91415.9
2070,114589.164
2071,101754.97
2072,116939.516
2073,129702.01
2074,181828.7
2075,148789.73
2076,121552.93
2077,153697.31
2078,128491.77
2079,135631.45
2080,111445.31
2081,126657.17
2082,141554.31
2083,147901.83
2084,101230.375
2085,113908.43
2086,120236.73
2087,119826.01
2088,102135.16
2089,71095.8
2090,122234.68
2091,104513.91
2092,126145.445
2093,120081.516
2094,113920.64
2095,136052.94
2096,76739.66
2097,96395.55
2098,131366.05
2099,46772.508
2100,88801.15
2101,114986.055
2102,124613.74
2103,94820.01
2104,139770.25
2105,125468.68
2106,61482.54
2107,217091.9
2108,113766.766
2109,105942.47
2110,142735.4
2111,150555.72
2112,146089.66
2113,115400.555
2114,118914.86
2115,158793.56
2116,120162.74
2117,145096.56
2118,125687.83
2119,113805.31
2120,109377.43
2121,113410.8
2122,114328.31
2123,84495.125
2124,162767.02
2125,121551.19
2126,151310.0
2127,156422.05
2128,125212.016
2129,96609.95
2130,138072.2
2131,154887.98
2132,119526.19
2133,130626.305
2134,124310.75
2135,88948.54
2136,69988.62
2137,113692.77
2138,127159.99
2139,149102.47
2140,135234.84
2141,143374.8
2142,126469.15
2143,148978.27
2144,121054.32
2145,135503.75
2146,164129.1
2147,147417.8
2148,141917.69
2149,149107.66
2150,205386.52
2151,110803.49
2152,176545.98
2153,179151.56
2154,112059.766
2155,151815.36
2156,292359.84
2157,237762.22
2158,233682.34
2159,208568.67
2160,176811.73
2161,244119.84
2162,449235.9
2163,357633.97
2164,248092.16
2165,181520.78
2166,152776.02
2167,216019.11
2168,195951.06
2169,202620.1
2170,220271.27
2171,144449.75
2172,141352.77
2173,164987.61
2174,232456.83
2175,316420.56
2176,326531.62
2177,253297.48
2178,208713.4
2179,138369.31
2180,236679.56
2181,194172.7
2182,222859.14
2183,191602.9
2184,120909.1
2185,118113.52
2186,144545.88
2187,151850.75
2188,156267.75
2189,200763.9
2190,80043.9
2191,80214.766
2192,85462.336
2193,101129.516
2194,104702.68
2195,107994.91
2196,96160.266
2197,118334.055
2198,162822.73
2199,174688.94
2200,147542.56
2201,135599.48
2202,203637.94
2203,150957.62
2204,182755.97
2205,117007.42
2206,149370.72
2207,228066.55
2208,261299.83
2209,205585.42
2210,120979.3
2211,115932.55
2212,113227.625
2213,95263.664
2214,129676.336
2215,98416.22
2216,143317.52
2217,75511.18
2218,80031.99
2219,81807.74
2220,75454.87
2221,339322.62
2222,267717.8
2223,282049.84
2224,196891.48
2225,138271.47
2226,184094.28
2227,197547.47
2228,269797.62
2229,261333.28
2230,143946.94
2231,208221.6
2232,181684.69
2233,178509.53
2234,233754.81
2235,216607.56
2236,292441.8
2237,380499.38
2238,201350.8
2239,117083.73
2240,149043.69
2241,146674.81
2242,133217.5
2243,133842.34
2244,106799.29
2245,106400.75
2246,138922.19
2247,111213.06
2248,126298.53
2249,118689.266
2250,128737.75
2251,122047.57
2252,179164.55
2253,159257.17
2254,178868.47
2255,189760.53
2256,175004.47
2257,205073.83
2258,160490.48
2259,176601.98
2260,154254.6
2261,196072.52
2262,224615.36
2263,363670.03
2264,454749.9
2265,190103.97
2266,303335.3
2267,401345.72
2268,421314.9
2269,151619.14
2270,181065.42
2271,219762.64
2272,182261.95
2273,159311.89
2274,177955.62
2275,165880.83
2276,184716.2
2277,179546.66
2278,142844.53
2279,116944.8
2280,110581.14
2281,156820.3
2282,183585.16
2283,110385.9
2284,107531.68
2285,143428.1
2286,123896.28
2287,365111.34
2288,274722.72
2289,440181.34
2290,478817.94
2291,329587.3
2292,441216.34
2293,533301.4
2294,419992.78
2295,505294.53
2296,300939.22
2297,322176.72
2298,324749.97
2299,416356.72
2300,350957.47
2301,267295.22
2302,267625.47
2303,248738.1
2304,257128.53
2305,194443.14
2306,189339.22
2307,202071.77
2308,232439.7
2309,285818.9
2310,223024.62
2311,194752.48
2312,161528.39
2313,165901.52
2314,168827.9
2315,176212.08
2316,197043.9
2317,190049.28
2318,179897.53
2319,178246.5
2320,183706.81
2321,240385.05
2322,177617.97
2323,175576.31
2324,172735.78
2325,210543.61
2326,164232.6
2327,206520.61
2328,227918.23
2329,198033.36
2330,180498.89
2331,406672.53
2332,407281.66
2333,339221.56
2334,256915.52
2335,257531.62
2336,348879.9
2337,201710.02
2338,289250.34
2339,218280.28
2340,457496.9
2341,225342.1
2342,239010.86
2343,242542.36
2344,216948.61
2345,242243.39
2346,218490.92
2347,207579.75
2348,248211.69
2349,178212.22
2350,290722.12
2351,265102.72
2352,263633.88
2353,289311.8
2354,155117.36
2355,154844.89
2356,153772.33
2357,191437.31
2358,194974.1
2359,131452.64
2360,110245.26
2361,138000.0
